T_final,replication,n_train,n_test,c0_death,epsilon_selection,stage,mean_q_range,median_q_range,sd_q_range,mean_top2_gap,median_top2_gap,sd_top2_gap,mean_q_max,mean_q_min,mean_q_sd_across_treatments
9,1,2000,1000,-12.0,0.3,0,1.8677136716854439,1.3731307255898795,1.2539828342892647,0.33607654293570854,0.2721701267393082,0.19060896523500162,3.6033554320364636,1.7356417603510197,0.6628286736408769
9,1,2000,1000,-12.0,0.3,1,0.6615670035755926,0.41184144787092114,0.5012407314593368,0.17139885434584726,0.10916363746915358,0.14381667034453657,2.2846418172960683,1.623074813720476,0.22562540880956383
9,1,2000,1000,-12.0,0.3,2,0.517169067286281,0.33765695128197803,0.457790832017661,0.12367074969509996,0.09587268516456349,0.07216078827898004,1.6980918610284903,1.1809227937422093,0.17557511595612096
9,1,2000,1000,-12.0,0.3,3,0.3416093350302315,0.22212283474668726,0.30681946620640227,0.07285186871870522,0.06737167586979531,0.03770361596047334,1.3100333263946087,0.968423991364377,0.11621044431027344
9,1,2000,1000,-12.0,0.3,4,0.18921250585609,0.115712770730093,0.18343626692800147,0.03594620319818865,0.034574854927981846,0.01700126459003782,1.0139849941872094,0.8247724883311193,0.06435457084910631
9,1,2000,1000,-12.0,0.3,5,0.16127997786675252,0.09014905572455778,0.16911174946086543,0.025503622635526815,0.02157174511115434,0.01426382149108297,0.779857522639943,0.6185775447731904,0.05510586320438009
9,1,2000,1000,-12.0,0.3,6,0.11243416278862912,0.070560996493788,0.11081287093656182,0.016451785622237473,0.01387458395007407,0.009091142804640448,0.5565267341925616,0.44409257140393243,0.03833004987729922
9,1,2000,1000,-12.0,0.3,7,0.08165746043659387,0.03572449469952188,0.09151650653881914,0.011042157312856663,0.006818467849463106,0.008659186672608328,0.3562125851004002,0.2745551246638063,0.027714006833959744
9,1,2000,1000,-12.0,0.3,8,0.03748942235728325,0.015076514492447846,0.04254857014606178,0.00487469483597526,0.002692609178080535,0.0041457810544154846,0.16634230569501626,0.128852883337733,0.01269706309795064
9,2,2000,1000,-12.0,0.3,0,1.775894859895798,1.205434060299432,1.1772881547703873,0.31891580622947124,0.2582166575090161,0.17289106841803584,3.6192020852136184,1.8433072253178204,0.627844187672084
9,2,2000,1000,-12.0,0.3,1,0.7188869457050473,0.5207808171248884,0.4432250165111684,0.1812652511117182,0.12396588892561233,0.12857111800649995,2.353392580225534,1.6345056345204871,0.24498326567557102
9,2,2000,1000,-12.0,0.3,2,0.6216455109352055,0.43891198584894475,0.4753988671954752,0.15480696658350024,0.12210466092566441,0.09121991557418181,1.6666130622634583,1.0449675513282526,0.21170308239951408
9,2,2000,1000,-12.0,0.3,3,0.3448508979912446,0.24716739601524051,0.2693436395838467,0.07909552364504212,0.07111447775316093,0.034496744418224576,1.1957866506903596,0.850935752699115,0.11699850048139393
9,2,2000,1000,-12.0,0.3,4,0.16896184555540072,0.10497499018751333,0.15503936642740887,0.03509780497773354,0.03276872668286357,0.017365733954241593,0.8856908278363846,0.7167289822809839,0.05722816773063494
9,2,2000,1000,-12.0,0.3,5,0.15124435379288034,0.0781861694811774,0.17122448562853992,0.02556047418955213,0.02152987201066281,0.01545637818980929,0.6729593555518022,0.5217150017589219,0.051486135511629456
9,2,2000,1000,-12.0,0.3,6,0.10977601927279759,0.053510321441860964,0.12467862465321182,0.01705978251254307,0.012818510720415843,0.011261675287209862,0.4729897641602786,0.363213744887481,0.03739107338651836
9,2,2000,1000,-12.0,0.3,7,0.06625844988213635,0.030224404522781467,0.07706361795815979,0.009659264170723722,0.006539942004724464,0.007053488708739649,0.2881979341866993,0.22193948430456292,0.022560300494333725
9,2,2000,1000,-12.0,0.3,8,0.027260611594009655,0.008680603369857681,0.03220217467373461,0.0037950565792443324,0.0020816655512285176,0.0030499459208005977,0.13305746319855583,0.10579685160454619,0.009239365181124807
9,3,2000,1000,-12.0,0.3,0,1.6000559612446208,1.1840982358782979,0.888943240761166,0.28770692686145766,0.25216205817387416,0.13594006733869973,3.6014735898235966,2.001417628578976,0.5636702675957074
9,3,2000,1000,-12.0,0.3,1,0.7657554304505217,0.5291516402787475,0.5113646119821804,0.18934736344474776,0.13160270578118927,0.13099694095415756,2.4107112547542573,1.6449558243037359,0.26263286837461114
9,3,2000,1000,-12.0,0.3,2,0.5220626492925805,0.42516757130832916,0.328035193421322,0.1371150837819171,0.11155515372208669,0.07528233671291462,1.6786317999651315,1.1565691506725506,0.17665428777251466
9,3,2000,1000,-12.0,0.3,3,0.35200361821357606,0.22167557926921533,0.31330691657545157,0.07791966160574759,0.06928593486154044,0.041567675059147186,1.2147579166108229,0.8627542983972467,0.11944589188050278
9,3,2000,1000,-12.0,0.3,4,0.2654560712633733,0.13593440729553796,0.28835864565156144,0.048460551244506295,0.0406752772972796,0.02996740448725849,0.9007146101524008,0.6352585388890275,0.09028410397681952
9,3,2000,1000,-12.0,0.3,5,0.09977446028588081,0.05576370096981087,0.10736133586575224,0.018194014640248127,0.01768327521796509,0.009008774653058682,0.644933148248087,0.5451586879622061,0.03385798447345823
9,3,2000,1000,-12.0,0.3,6,0.12210534410463482,0.06249489005162345,0.12589414223003353,0.01783332490203453,0.01282614343828481,0.011242147088485848,0.45926901048452623,0.3371636663798914,0.0415990209145563
9,3,2000,1000,-12.0,0.3,7,0.06314363876368949,0.029575150979162357,0.06657887982153549,0.009021707045362693,0.006026592716217805,0.006069094310074489,0.27383533187272,0.21069169310903052,0.021481379840779562
9,3,2000,1000,-12.0,0.3,8,0.0302650656440032,0.012782086081901817,0.03522387878956703,0.0041949649953950075,0.0025920386758803704,0.00339104012254859,0.12666148546212827,0.09639641981812508,0.010275613805480407
9,4,2000,1000,-12.0,0.3,0,1.740348228137854,1.1831624724555665,1.1734337280193032,0.2775324054048524,0.23501432756898188,0.14929350634567887,3.6813984046147965,1.9410501764769426,0.6195180212564425
9,4,2000,1000,-12.0,0.3,1,0.8225585174152841,0.547333823836835,0.5428685650569044,0.19737061183186683,0.13983791503471088,0.12941533407019853,2.4920799758812997,1.6695214584660152,0.28500641622388617
9,4,2000,1000,-12.0,0.3,2,0.5117419076031452,0.3687185933415438,0.36756449722901596,0.12730716694988314,0.10182893147935568,0.0686750339163219,1.7155581185703834,1.2038162109672381,0.17443805602762147
9,4,2000,1000,-12.0,0.3,3,0.3847844219618525,0.22116443723674273,0.3674798087759925,0.07982705863566447,0.06910984470750137,0.044867594720577,1.26633650244669,0.8815520804848375,0.13078847117106263
9,4,2000,1000,-12.0,0.3,4,0.20121694117510067,0.10422087280873182,0.2124134749351827,0.03787723081447282,0.03303688549063766,0.019942966544876654,0.9476589310396762,0.7464419898645756,0.0682207960291623
9,4,2000,1000,-12.0,0.3,5,0.16373169711429528,0.09132022702568898,0.175693421049645,0.02651341426177155,0.0220716213317681,0.015365738083523307,0.7039049299385806,0.5401732328242854,0.05587475631490866
9,4,2000,1000,-12.0,0.3,6,0.11187940391858893,0.05656052215945073,0.12243392261160117,0.016541042079346868,0.012186785610672657,0.010895042709418346,0.4949009290970136,0.3830215251784247,0.03809028317374892
9,4,2000,1000,-12.0,0.3,7,0.06558684864454763,0.040086450225039205,0.06752085340205145,0.009219606623369746,0.007231730905792544,0.005953317521322765,0.3098376492136341,0.2442508005690865,0.02229695809749481
9,4,2000,1000,-12.0,0.3,8,0.02933503044803112,0.010656372242286605,0.035719955369193895,0.0038949087216469903,0.0021265860357796984,0.003385481723877733,0.14067556517744942,0.1113405347294183,0.00994314914606358
9,5,2000,1000,-12.0,0.3,0,1.6431457929678128,1.1604599726085292,1.1205868973057291,0.3167087910835585,0.2559177421889607,0.1900039606680085,3.586896409556872,1.943750616589059,0.5789692783787673
9,5,2000,1000,-12.0,0.3,1,0.7368569101973488,0.5029193978867326,0.5237903237385155,0.19249900955016042,0.1295243351034272,0.14447362159205415,2.3331163075961023,1.5962593973987536,0.24990445082864463
9,5,2000,1000,-12.0,0.3,2,0.5578446855661375,0.45185015975805065,0.3556383398425793,0.14312598448539912,0.12288301988184513,0.07130098665833556,1.6471539765680425,1.0893092910019049,0.18964905681220215
9,5,2000,1000,-12.0,0.3,3,0.354576611546438,0.2356670254014006,0.29851610929354655,0.08071221561260268,0.07030752007552332,0.03926426248947803,1.2031555528776394,0.8485789413312012,0.12035511424406226
9,5,2000,1000,-12.0,0.3,4,0.172657561037951,0.1077678202247998,0.16546442132503206,0.03555908186474809,0.032699712671919734,0.01628031099478088,0.8770894186120811,0.70443185757413,0.05843693016926672
9,5,2000,1000,-12.0,0.3,5,0.1418504926057845,0.06913829582437747,0.16685567858122355,0.0243961647942372,0.020385176317926024,0.015429971762471779,0.651581520035292,0.5097310274295076,0.04820214980610703
9,5,2000,1000,-12.0,0.3,6,0.08846318869524217,0.05539839807402769,0.09358085318312605,0.01420248208371617,0.01270178757733964,0.007740674506994972,0.45482004692620953,0.3663568582309674,0.03021111752564384
9,5,2000,1000,-12.0,0.3,7,0.06719516132228627,0.04183410826504269,0.06703301479985956,0.009599791251245153,0.007484434088546654,0.005946430428983625,0.2761979143258885,0.20900275300360227,0.02285875857693838
9,5,2000,1000,-12.0,0.3,8,0.03741293995760688,0.019888949954342122,0.0408458195404234,0.004919340147427169,0.0032213135933877868,0.0039765315648717416,0.12605047148711998,0.08863753152951308,0.012669444776326057
9,6,2000,1000,-12.0,0.3,0,1.787208551986599,1.2739109292355826,1.1545526368730838,0.3001535738865082,0.26311048231552325,0.13948915219063726,3.656270313895077,1.869061761908478,0.6336833738279639
9,6,2000,1000,-12.0,0.3,1,0.7495888963868861,0.5388942443030422,0.4655730478384002,0.185242402271607,0.13169850051624898,0.12979026375280953,2.4105065520092492,1.6609176556223633,0.2572019211633883
9,6,2000,1000,-12.0,0.3,2,0.5380441432520199,0.4118526721676332,0.3761826755013415,0.13489832100407512,0.11158859590505821,0.07432131961232345,1.66396404752608,1.12591990427406,0.18314036468488704
9,6,2000,1000,-12.0,0.3,3,0.2693212403924647,0.20062623315090633,0.20666858969702262,0.061881304256652794,0.05686447804952888,0.028669993847185233,1.2103759969498689,0.9410547565574041,0.09124100682365995
9,6,2000,1000,-12.0,0.3,4,0.22873532902281482,0.11836285164612603,0.24658675680348244,0.04269865028509475,0.03702946872423607,0.02472162189526293,0.916881451634363,0.6881461226115482,0.0775752062931186
9,6,2000,1000,-12.0,0.3,5,0.17611811302134975,0.0894451476242869,0.19522856936544056,0.02825000148751896,0.02278551027814779,0.018510380017628125,0.6757442634498562,0.49962615042850644,0.060038024112917955
9,6,2000,1000,-12.0,0.3,6,0.10635808274886276,0.05708636239721643,0.1133217059237678,0.016039212424816197,0.012144005346403974,0.009981719022397618,0.4601593311728302,0.35380124842396754,0.03624130202445394
9,6,2000,1000,-12.0,0.3,7,0.05704127655795575,0.04067094446675973,0.051532375272067416,0.008222084391370644,0.007250875533325207,0.004158408802261051,0.2876918585377448,0.23065058197978905,0.019413572071598745
9,6,2000,1000,-12.0,0.3,8,0.033313027554606266,0.02139184852653117,0.031279918366462885,0.004402199073753493,0.003309810896947929,0.0029335469616546335,0.1393537880131139,0.10604076045850762,0.011280839243856576
9,7,2000,1000,-12.0,0.3,0,1.73339091181993,1.2650777768442572,1.0132142979884555,0.3172694737314562,0.26186376857491855,0.18212589382669747,3.6967540221689266,1.9633631103489966,0.6113090969858386
9,7,2000,1000,-12.0,0.3,1,0.7375659635481231,0.5170129523911502,0.49703917245204027,0.18259223500386026,0.13154071574639659,0.13006403012389872,2.428670599927695,1.6911046363795716,0.2527173874340375
9,7,2000,1000,-12.0,0.3,2,0.5385435252406773,0.4204505775232519,0.36106390116813936,0.13793799515982932,0.10933168818124406,0.076748469600426,1.770639236474798,1.2320957112341206,0.18306722131417216
9,7,2000,1000,-12.0,0.3,3,0.3768566806936635,0.23576808995128695,0.34150973833646453,0.08062645815419474,0.0674494642399408,0.04414854917494886,1.3361952335431562,0.9593385528494925,0.1279484759188294
9,7,2000,1000,-12.0,0.3,4,0.20304179190069538,0.10892323882785626,0.20738192376634376,0.039413131210705415,0.033592172917939256,0.021576636218969335,1.0113619576898647,0.8083201657891693,0.06877653971498429
9,7,2000,1000,-12.0,0.3,5,0.18389831382032307,0.09707679306005401,0.19565497442517282,0.02885615978131818,0.023305249198010247,0.01837644602118411,0.7688178992091835,0.5849195853888605,0.0626861240969224
9,7,2000,1000,-12.0,0.3,6,0.1339742883170037,0.05914646590600692,0.1513424963425424,0.01937194239255085,0.012706473073888724,0.014097068453358645,0.5459313315503076,0.41195704323330384,0.04556529496272413
9,7,2000,1000,-12.0,0.3,7,0.06907291716343258,0.025006246882235628,0.07683946668886753,0.009507156123645196,0.005355432364129387,0.007098974108468379,0.3417944414216878,0.2727215242582553,0.023466836495437644
9,7,2000,1000,-12.0,0.3,8,0.046778958324635425,0.02376606573275228,0.04990429419826031,0.005847269271219238,0.0036800690005205083,0.0050948265427131515,0.16316606107839216,0.11638710275375672,0.01579371091094142
9,8,2000,1000,-12.0,0.3,0,1.8406873542604207,1.2318944346311849,1.2493618806210027,0.30519691281360384,0.25905769285232094,0.15350402166250504,3.6287894704658017,1.7881021162053807,0.6528756184982025
9,8,2000,1000,-12.0,0.3,1,0.7977927903192215,0.5049279486287943,0.5846695327586389,0.1977219090567234,0.1407600750236686,0.13937073588844473,2.4020696917208064,1.6042769014015845,0.2748214350090356
9,8,2000,1000,-12.0,0.3,2,0.640196279097976,0.34250845268147656,0.6370305468248165,0.1457012592493396,0.09093506322000033,0.10837790828628245,1.6787166659839337,1.0385203868859578,0.21892824308535005
9,8,2000,1000,-12.0,0.3,3,0.3449802791401139,0.19033535481125385,0.36006451171552545,0.06963552888798831,0.05846011046290789,0.04276280576847028,1.2170323303904953,0.8720520512503813,0.1172947355967142
9,8,2000,1000,-12.0,0.3,4,0.17443507674795547,0.1018194828635598,0.1725694023708021,0.033906138026615545,0.03155824747434122,0.015807255178217565,0.922793601875552,0.7483585251275965,0.05929162095857491
9,8,2000,1000,-12.0,0.3,5,0.11713788072698643,0.04958674801111118,0.14505998226823033,0.019116280049810506,0.01573382353730468,0.012862574677170365,0.6967117882700906,0.5795739075431042,0.039733523244997966
9,8,2000,1000,-12.0,0.3,6,0.07426806894462092,0.04270640489766758,0.07879675181001987,0.012139490484477584,0.010643100348831869,0.00594119766755287,0.5020179004417754,0.42774983149715445,0.02534906391941161
9,8,2000,1000,-12.0,0.3,7,0.05470770162771944,0.01910977361041677,0.06318335998866671,0.007841248134976426,0.004934234535032889,0.005899686079578063,0.326086978182994,0.2713792765552745,0.018556510092405457
9,8,2000,1000,-12.0,0.3,8,0.04257391250584787,0.019574047224044405,0.04640641357014114,0.005397981358440836,0.0032316975232547784,0.004706048678943167,0.15079192292235322,0.10821801041650533,0.014385744626231567
9,9,2000,1000,-12.0,0.3,0,1.6731728696114962,1.3240704337748523,1.0422800821867622,0.32245110193392373,0.26554220767547076,0.20124487229035576,3.70335306952849,2.0301801999169933,0.5874157141484172
9,9,2000,1000,-12.0,0.3,1,0.6933003325809352,0.4993526368882575,0.45221659134603964,0.17126027247541234,0.11719594264042943,0.12967904775308423,2.4124273175817974,1.7191269850008626,0.2371111644391657
9,9,2000,1000,-12.0,0.3,2,0.5446363872039758,0.42359985761173213,0.37337071952093304,0.13993264138276026,0.11918670727496727,0.07540815426422283,1.7609792340933412,1.2163428468893653,0.18472593775567608
9,9,2000,1000,-12.0,0.3,3,0.3161304170847436,0.21801957291455465,0.24399847387211057,0.07252293538412137,0.06554848021116189,0.029901520589237285,1.3103956974937836,0.9942652804090399,0.10713734591703335
9,9,2000,1000,-12.0,0.3,4,0.21807316038695534,0.12422542177356366,0.22135115065266417,0.04086490544451779,0.037134006636737604,0.021250008451994047,1.0151472742404744,0.7970741138535191,0.07421441650229954
9,9,2000,1000,-12.0,0.3,5,0.16058974990550304,0.07873627965127816,0.1816794339105328,0.026379870481192554,0.021635846455615337,0.016901673107463218,0.7761382340369666,0.6155484841314633,0.05466657132984369
9,9,2000,1000,-12.0,0.3,6,0.09647696752399224,0.054099069923174814,0.1015682854925239,0.014907132316359189,0.01222668560543605,0.008526088216012546,0.5553144766102424,0.4588375090862502,0.03288593578008489
9,9,2000,1000,-12.0,0.3,7,0.09594343977326976,0.044403196949821644,0.10166186758057831,0.01267937099029997,0.007991769810595961,0.01021592889996108,0.35329428780476024,0.2573508480314905,0.032465724760816224
9,9,2000,1000,-12.0,0.3,8,0.05044056988201458,0.02056768006717566,0.05463266229892225,0.006346881003012606,0.0034014016449271656,0.005642879477457116,0.16695998579523963,0.11651941591322507,0.01705133883867579
9,10,2000,1000,-12.0,0.3,0,1.93122057427125,1.4764820135249717,1.1832621520164581,0.3592782020055671,0.30603432084285265,0.17238684053578524,3.726167054234476,1.794946479963226,0.6836236861047323
9,10,2000,1000,-12.0,0.3,1,0.7565012820852595,0.5103559424509605,0.6046029169060154,0.19383151142610255,0.1304032294848756,0.1604054293670332,2.319885859857086,1.563384577771826,0.25875303858039683
9,10,2000,1000,-12.0,0.3,2,0.5072145460376106,0.3456037774534608,0.4276859709155736,0.12319063455759312,0.09055389092153865,0.08158288928913655,1.6694877537995012,1.1622732077618905,0.17218349212620354
9,10,2000,1000,-12.0,0.3,3,0.33663899740830927,0.22318175996144984,0.3116448888011466,0.0707596647637564,0.06738110754954119,0.04268364512973339,1.293439410966634,0.9568004135583248,0.11457160155383085
9,10,2000,1000,-12.0,0.3,4,0.20639205203434755,0.12087035793922585,0.2076052081529521,0.03939738119814928,0.03752345488458342,0.021121886057372263,1.006806375961805,0.8004143239274574,0.07015570580788708
9,10,2000,1000,-12.0,0.3,5,0.12925544802800393,0.059063822887306605,0.1499775895231885,0.021545659544904793,0.018254591706607926,0.013298510378473164,0.7677803992300031,0.6385249512019991,0.04389488777549139
9,10,2000,1000,-12.0,0.3,6,0.11945917530445209,0.06339701857514579,0.12575795284199542,0.0175226612346231,0.013179016109602482,0.010888132051158309,0.5622100513992577,0.44275087609480573,0.040721660268094324
9,10,2000,1000,-12.0,0.3,7,0.07882858281242573,0.05134420456247124,0.07552422078435933,0.01074401166557799,0.008539700368447312,0.00675802219268901,0.35580851392755547,0.2769799311151297,0.026754725304173256
9,10,2000,1000,-12.0,0.3,8,0.04757361632113067,0.027094217818172173,0.048126600850957234,0.006044304880282351,0.004047340891441847,0.004738367338488809,0.17158832780304498,0.12401471148191431,0.016088498766020493
