T_final,replication,n_train,n_test,c0_death,epsilon_selection,stage,mean_n_admissible,sd_n_admissible,median_n_admissible,min_n_admissible,max_n_admissible,pct_1_treatment,pct_2plus_treatments,pct_all_treatments
9,1,2000,1000,-12.0,0.3,0,4.117,2.0937274642834236,3.0,2,10,0.0,100.0,6.0
9,1,2000,1000,-12.0,0.3,1,7.377,2.857102384240725,9.0,2,10,0.0,100.0,49.3
9,1,2000,1000,-12.0,0.3,2,6.302,3.0417179435391524,6.0,1,10,0.1,99.9,32.9
9,1,2000,1000,-12.0,0.3,3,6.456,3.380161163241997,6.0,1,10,3.9,96.1,42.5
9,1,2000,1000,-12.0,0.3,4,7.147,3.582768095652749,10.0,1,10,8.3,91.7,58.199999999999996
9,1,2000,1000,-12.0,0.3,5,6.426,3.6921749899153147,7.0,1,10,12.4,87.6,47.4
9,1,2000,1000,-12.0,0.3,6,5.803,3.659998167566015,5.0,1,10,14.899999999999999,85.1,37.4
9,1,2000,1000,-12.0,0.3,7,5.759,3.6979174671149155,5.0,1,10,16.0,84.0,37.9
9,1,2000,1000,-12.0,0.3,8,5.619,3.712630148913654,5.0,1,10,18.2,81.8,37.1
9,2,2000,1000,-12.0,0.3,0,4.217,1.9009272801778938,3.0,2,10,0.0,100.0,4.8
9,2,2000,1000,-12.0,0.3,1,6.863,2.903560170146584,6.0,2,10,0.0,100.0,41.099999999999994
9,2,2000,1000,-12.0,0.3,2,4.895,2.880672364791469,4.0,1,10,0.7000000000000001,99.3,18.5
9,2,2000,1000,-12.0,0.3,3,5.1,3.4040545805829243,4.0,1,10,9.6,90.4,27.900000000000002
9,2,2000,1000,-12.0,0.3,4,6.253,3.7631306318213498,6.0,1,10,15.299999999999999,84.7,45.6
9,2,2000,1000,-12.0,0.3,5,5.861,3.7857642571891628,5.0,1,10,17.7,82.3,41.0
9,2,2000,1000,-12.0,0.3,6,5.541,3.729641970649358,4.0,1,10,18.2,81.8,36.4
9,2,2000,1000,-12.0,0.3,7,5.776,3.725010026791834,5.0,1,10,15.5,84.5,39.5
9,2,2000,1000,-12.0,0.3,8,6.884,3.70192493822447,10.0,1,10,11.899999999999999,88.1,55.00000000000001
9,3,2000,1000,-12.0,0.3,0,4.51,2.206528669373858,3.0,2,10,0.0,100.0,6.3
9,3,2000,1000,-12.0,0.3,1,6.546,2.9692929630975624,6.0,2,10,0.0,100.0,36.3
9,3,2000,1000,-12.0,0.3,2,5.455,3.141949529646657,4.0,1,10,2.6,97.39999999999999,26.1
9,3,2000,1000,-12.0,0.3,3,5.574,3.5720138974090347,4.0,1,10,11.0,89.0,34.8
9,3,2000,1000,-12.0,0.3,4,5.35,3.6887812495602263,4.0,1,10,18.8,81.2,32.9
9,3,2000,1000,-12.0,0.3,5,6.447,3.826726386199415,9.0,1,10,15.1,84.89999999999999,49.8
9,3,2000,1000,-12.0,0.3,6,5.373,3.6637814201033194,4.0,1,10,18.0,82.0,33.2
9,3,2000,1000,-12.0,0.3,7,5.949,3.7299210864723813,6.0,1,10,16.7,83.3,40.9
9,3,2000,1000,-12.0,0.3,8,6.551,3.5847244314241573,7.0,1,10,11.1,88.9,46.7
9,4,2000,1000,-12.0,0.3,0,4.554,1.963399841840408,4.0,2,10,0.0,100.0,5.2
9,4,2000,1000,-12.0,0.3,1,5.948,2.9144107105536428,5.0,2,10,0.0,100.0,29.5
9,4,2000,1000,-12.0,0.3,2,5.59,2.952052610407649,5.0,1,10,2.0,98.0,24.9
9,4,2000,1000,-12.0,0.3,3,5.963,3.488237205064874,5.0,1,10,10.6,89.4,36.3
9,4,2000,1000,-12.0,0.3,4,6.907,3.796678254180326,10.0,1,10,15.6,84.39999999999999,56.2
9,4,2000,1000,-12.0,0.3,5,6.069,3.6978254302918243,6.0,1,10,15.9,84.1,41.199999999999996
9,4,2000,1000,-12.0,0.3,6,6.215,3.6107911616171897,6.0,1,10,12.2,87.8,41.8
9,4,2000,1000,-12.0,0.3,7,6.055,3.5903851974218397,6.0,1,10,12.5,87.5,39.1
9,4,2000,1000,-12.0,0.3,8,6.954,3.5691207072082367,10.0,1,10,9.9,90.10000000000001,53.7
9,5,2000,1000,-12.0,0.3,0,4.494,2.286742922410211,4.0,2,10,0.0,100.0,8.200000000000001
9,5,2000,1000,-12.0,0.3,1,6.838,3.0111165408902427,7.0,2,10,0.0,100.0,42.3
9,5,2000,1000,-12.0,0.3,2,5.065,2.9788670075464347,4.0,1,10,1.2,98.8,21.099999999999998
9,5,2000,1000,-12.0,0.3,3,5.432,3.4227315248337975,4.0,1,10,9.6,90.4,30.4
9,5,2000,1000,-12.0,0.3,4,6.439,3.798777396704065,8.0,1,10,15.2,84.8,48.8
9,5,2000,1000,-12.0,0.3,5,6.168,3.806608236510065,6.0,1,10,15.9,84.1,45.5
9,5,2000,1000,-12.0,0.3,6,6.064,3.758727448489985,6.0,1,10,15.5,84.5,42.6
9,5,2000,1000,-12.0,0.3,7,5.495,3.570255133981565,5.0,1,10,14.899999999999999,85.1,32.6
9,5,2000,1000,-12.0,0.3,8,5.584,3.5907990528345968,5.0,1,10,15.9,84.1,34.300000000000004
9,6,2000,1000,-12.0,0.3,0,4.278,1.9428047998938265,3.0,2,10,0.0,100.0,5.0
9,6,2000,1000,-12.0,0.3,1,6.436,2.8876014687352964,6.0,2,10,0.0,100.0,34.9
9,6,2000,1000,-12.0,0.3,2,5.348,3.067622256130358,4.0,1,10,1.4000000000000001,98.6,25.3
9,6,2000,1000,-12.0,0.3,3,6.073,3.4210194934221545,5.0,1,10,7.3,92.7,37.8
9,6,2000,1000,-12.0,0.3,4,6.138,3.7891045529667444,6.0,1,10,17.4,82.6,43.6
9,6,2000,1000,-12.0,0.3,5,5.602,3.754156321956997,5.0,1,10,18.4,81.6,37.4
9,6,2000,1000,-12.0,0.3,6,5.917,3.737389340044609,5.0,1,10,16.3,83.7,40.400000000000006
9,6,2000,1000,-12.0,0.3,7,6.143,3.585164487775199,6.0,1,10,12.4,87.6,40.400000000000006
9,6,2000,1000,-12.0,0.3,8,5.977,3.570044287710758,5.0,1,10,14.099999999999998,85.9,37.2
9,7,2000,1000,-12.0,0.3,0,4.525,2.235704223141642,3.0,2,10,0.0,100.0,7.3
9,7,2000,1000,-12.0,0.3,1,7.15,2.9353221486092655,8.0,2,10,0.0,100.0,46.1
9,7,2000,1000,-12.0,0.3,2,5.639,2.9276697645482916,5.0,2,10,0.0,100.0,25.3
9,7,2000,1000,-12.0,0.3,3,6.138,3.2954234653251793,5.0,1,10,4.0,96.0,37.2
9,7,2000,1000,-12.0,0.3,4,7.059,3.4698067033422135,10.0,1,10,7.3999999999999995,92.60000000000001,53.900000000000006
9,7,2000,1000,-12.0,0.3,5,6.215,3.714643128696695,6.0,1,10,14.299999999999999,85.7,44.6
9,7,2000,1000,-12.0,0.3,6,5.946,3.6417504508610063,6.0,1,10,15.7,84.3,39.0
9,7,2000,1000,-12.0,0.3,7,6.584,3.7240855002017357,9.0,1,10,13.900000000000002,86.1,49.9
9,7,2000,1000,-12.0,0.3,8,6.105,3.930320905781412,6.0,1,10,19.400000000000002,80.60000000000001,47.599999999999994
9,8,2000,1000,-12.0,0.3,0,4.044,1.736974692124523,3.0,2,10,0.0,100.0,3.4000000000000004
9,8,2000,1000,-12.0,0.3,1,6.379,2.9856780257210045,6.0,2,10,0.0,100.0,35.199999999999996
9,8,2000,1000,-12.0,0.3,2,5.574,2.7564691404262307,5.0,1,10,0.7000000000000001,99.3,19.5
9,8,2000,1000,-12.0,0.3,3,6.648,3.33724935137206,7.0,1,10,4.9,95.1,43.2
9,8,2000,1000,-12.0,0.3,4,7.021,3.6149172364836546,10.0,1,10,10.2,89.8,55.400000000000006
9,8,2000,1000,-12.0,0.3,5,7.21,3.635535327447268,10.0,1,10,12.4,87.6,59.0
9,8,2000,1000,-12.0,0.3,6,6.754,3.7311399605757765,10.0,1,10,13.8,86.2,52.400000000000006
9,8,2000,1000,-12.0,0.3,7,6.762,3.6936430524617565,10.0,1,10,11.799999999999999,88.2,52.800000000000004
9,8,2000,1000,-12.0,0.3,8,5.88,3.8795168063369245,5.0,1,10,18.099999999999998,81.89999999999999,43.9
9,9,2000,1000,-12.0,0.3,0,4.728,2.550396149722729,4.0,2,10,0.0,100.0,11.700000000000001
9,9,2000,1000,-12.0,0.3,1,7.217,2.7308182598569917,7.0,2,10,0.0,100.0,44.0
9,9,2000,1000,-12.0,0.3,2,5.811,3.0123667361981927,5.0,2,10,0.0,100.0,27.800000000000004
9,9,2000,1000,-12.0,0.3,3,6.263,3.417236969908366,6.0,1,10,3.4000000000000004,96.6,40.6
9,9,2000,1000,-12.0,0.3,4,6.901,3.463118853315923,10.0,1,10,6.2,93.8,50.9
9,9,2000,1000,-12.0,0.3,5,6.935,3.4717182817486547,10.0,1,10,8.799999999999999,91.2,50.2
9,9,2000,1000,-12.0,0.3,6,6.809,3.4716813752951996,8.0,1,10,9.700000000000001,90.3,47.599999999999994
9,9,2000,1000,-12.0,0.3,7,6.0,3.7614024177357237,5.0,1,10,14.799999999999999,85.2,42.699999999999996
9,9,2000,1000,-12.0,0.3,8,6.115,3.8178988136606433,6.0,1,10,16.3,83.7,45.7
9,10,2000,1000,-12.0,0.3,0,4.046,2.0079631261345203,3.0,2,10,0.0,100.0,5.3
9,10,2000,1000,-12.0,0.3,1,6.819,2.9289619010526273,7.0,2,10,0.0,100.0,39.1
9,10,2000,1000,-12.0,0.3,2,6.594,2.9458176864568255,6.0,1,10,0.5,99.5,33.900000000000006
9,10,2000,1000,-12.0,0.3,3,6.676,3.454121444731635,8.0,1,10,5.3,94.69999999999999,46.300000000000004
9,10,2000,1000,-12.0,0.3,4,6.655,3.719921076153742,10.0,1,10,11.3,88.7,51.800000000000004
9,10,2000,1000,-12.0,0.3,5,7.101,3.679992030064921,10.0,1,10,12.8,87.2,58.199999999999996
9,10,2000,1000,-12.0,0.3,6,6.173,3.5841201035842696,6.0,1,10,13.100000000000001,86.9,40.0
9,10,2000,1000,-12.0,0.3,7,5.67,3.5090473655129553,5.0,1,10,13.3,86.7,33.5
9,10,2000,1000,-12.0,0.3,8,5.318,3.483246906122075,4.0,1,10,15.2,84.8,29.7
